Rg;Mc;rh;rhoh;host
4.4100E+00;7.7900E+05;3.5700E+00;2.0400E+12;MilkyWay
9.8000E+00;1.1600E+05;6.9900E+00;4.0500E+10;MilkyWay
9.4000E+00;3.4500E+05;2.3200E+00;3.3000E+12;MilkyWay
1.5490E+01;1.6700E+05;3.0800E+00;6.8200E+11;MilkyWay
2.7200E+01;3.3500E+05;4.9800E+00;3.2400E+11;MilkyWay
1.1400E+01;3.0200E+05;1.6500E+00;8.0200E+12;MilkyWay
1.3270E+01;1.6900E+05;2.5900E+00;1.1600E+12;MilkyWay
1.0800E+01;1.1600E+04;2.9500E+00;5.3900E+10;MilkyWay
8.3200E+01;9.8100E+05;1.8290E+01;1.9100E+10;MilkyWay
3.9400E+01;4.4900E+04;1.8090E+01;9.0500E+08;MilkyWay
9.8000E+00;7.4200E+05;2.0600E+00;1.0100E+13;MilkyWay
8.0900E+00;3.0600E+04;5.4500E+00;2.2600E+10;MilkyWay
9.2500E+01;6.1500E+04;1.9690E+01;9.6200E+08;MilkyWay
4.7000E+00;1.4900E+05;3.7700E+00;3.3200E+11;MilkyWay
1.0300E+02;2.9800E+04;1.7870E+01;6.2300E+08;MilkyWay
1.8200E+01;3.2900E+04;2.4900E+00;2.5400E+11;MilkyWay
6.3000E+00;2.4900E+05;6.3400E+00;1.1700E+11;MilkyWay
2.4300E+01;1.0200E+05;1.0470E+01;1.0600E+10;MilkyWay
1.0590E+01;1.2300E+05;4.5100E+00;1.6000E+11;MilkyWay
9.0000E+00;2.4700E+05;6.7500E+00;9.5900E+10;MilkyWay
1.7900E+01;3.8000E+05;6.2300E+00;1.8800E+11;MilkyWay
1.7200E+01;5.6600E+04;1.3410E+01;2.8000E+09;MilkyWay
5.2000E+00;3.5500E+06;7.0400E+00;1.2100E+12;MilkyWay
1.0060E+01;3.9400E+05;3.3600E+00;1.2400E+12;MilkyWay
1.1700E+01;4.0100E+05;2.6400E+00;2.6000E+12;MilkyWay
1.6900E+01;4.5600E+04;1.0720E+01;4.4200E+09;MilkyWay
2.7200E+01;2.1300E+05;4.6900E+00;2.4600E+11;MilkyWay
3.7330E+01;3.8300E+05;3.3100E+00;1.2600E+12;MilkyWay
1.8200E+01;1.6700E+05;9.8300E+00;2.1000E+10;MilkyWay
3.1800E+01;7.7900E+05;3.7400E+00;1.7800E+12;MilkyWay
2.3550E+01;1.3900E+04;2.5100E+01;1.0500E+08;MilkyWay
1.3430E+01;2.0300E+05;8.0200E+00;4.7000E+10;MilkyWay
7.5000E+00;3.7200E+05;3.6100E+00;9.4400E+11;MilkyWay
8.4000E+00;3.5400E+05;4.9800E+00;3.4200E+11;MilkyWay
9.0000E+00;3.0100E+05;2.4400E+00;2.4700E+12;MilkyWay
7.1000E+01;2.2700E+04;2.3600E+01;2.0600E+08;MilkyWay
1.0500E+01;2.4900E+05;1.8300E+00;4.8500E+12;MilkyWay
2.1400E+00;9.6900E+04;2.8200E+00;5.1600E+11;MilkyWay
1.6070E+01;1.2700E+05;1.0320E+01;1.3800E+10;MilkyWay
1.2020E+01;4.6300E+04;5.9000E+00;2.6900E+10;MilkyWay
1.0400E+01;3.5900E+05;2.6200E+00;2.3800E+12;MilkyWay
8.1000E+00;5.4600E+04;5.2700E+00;4.4500E+10;MilkyWay
6.0900E+00;8.7000E+04;3.1100E+00;3.4500E+11;MilkyWay
7.8000E+00;1.0600E+04;3.6600E+00;2.5800E+10;MilkyWay
6.6000E+00;4.5300E+05;3.0800E+00;1.8500E+12;MilkyWay
3.0620E+01;2.9100E+05;3.1800E+00;1.0800E+12;MilkyWay
5.2200E+00;8.6500E+04;2.8200E+00;4.6000E+11;MilkyWay
4.7100E+00;1.8400E+05;2.7800E+00;1.0200E+12;MilkyWay
6.4000E+00;7.2300E+04;2.9300E+00;3.4300E+11;MilkyWay
6.4700E+00;7.0700E+05;1.8300E+00;1.3800E+13;MilkyWay
8.2400E+00;6.8000E+05;3.1300E+00;2.6500E+12;MilkyWay
1.5300E+01;5.5100E+05;3.9100E+00;1.1000E+12;MilkyWay
9.5000E+00;1.8800E+05;2.7600E+00;1.0700E+12;MilkyWay
9.4000E+00;2.7700E+05;4.4500E+00;3.7500E+11;MilkyWay
1.1600E+01;3.7500E+05;2.7200E+00;2.2200E+12;MilkyWay
8.1000E+00;2.6800E+05;2.2800E+00;2.7000E+12;MilkyWay
8.4300E+00;4.6400E+04;2.1000E+00;5.9800E+11;MilkyWay
1.5100E+01;3.9800E+05;3.7100E+00;9.3000E+11;MilkyWay
8.7000E+00;1.5300E+05;2.6400E+00;9.9300E+11;MilkyWay
5.8900E+00;9.3800E+04;3.2300E+00;3.3200E+11;MilkyWay
3.3000E+00;4.7300E+04;3.3100E+00;1.5600E+11;MilkyWay
6.8000E+00;1.1100E+05;2.5500E+00;7.9900E+11;MilkyWay
8.0000E+00;1.4700E+05;5.7700E+00;9.1300E+10;MilkyWay
8.1000E+00;6.6600E+05;1.1100E+00;5.8100E+13;MilkyWay
6.7000E+00;2.2300E+05;2.2700E+00;2.2800E+12;MilkyWay
6.4000E+00;8.0100E+04;4.4500E+00;1.0900E+11;MilkyWay
1.1000E+01;1.0600E+06;1.9600E+00;1.6800E+13;MilkyWay
9.3000E+00;7.7400E+05;3.5700E+00;2.0300E+12;MilkyWay
2.4800E+00;8.8900E+04;2.1900E+00;1.0100E+12;MilkyWay
5.9000E+00;5.6600E+05;1.1400E+00;4.5600E+13;MilkyWay
8.2400E+00;4.4200E+05;1.2500E+00;2.7000E+13;MilkyWay
1.2000E+01;1.2300E+06;2.0300E+00;1.7600E+13;MilkyWay
6.7000E+00;1.1700E+05;1.4800E+00;4.3100E+12;MilkyWay
1.1690E+01;1.0600E+05;5.0500E+00;9.8200E+10;MilkyWay
7.7000E+00;3.9200E+05;4.3400E+00;5.7200E+11;MilkyWay
7.2800E+00;2.0000E+04;2.2200E+00;2.1800E+11;MilkyWay
7.4500E+00;8.9600E+04;1.9700E+00;1.4000E+12;MilkyWay
8.4000E+00;2.5000E+05;4.0400E+00;4.5300E+11;MilkyWay
2.4600E+00;6.3400E+04;1.3700E+00;2.9400E+12;MilkyWay
8.6300E+00;2.7700E+05;2.6100E+00;1.8600E+12;MilkyWay
4.9000E+00;2.3500E+05;2.0200E+00;3.4000E+12;MilkyWay
6.3000E+00;2.9300E+04;1.7700E+00;6.3100E+11;MilkyWay
4.0000E+00;5.4600E+04;3.1600E+00;2.0700E+11;MilkyWay
1.2000E+01;3.0200E+05;2.9400E+00;1.4200E+12;MilkyWay
1.3180E+01;9.0700E+04;2.9800E+00;4.0900E+11;MilkyWay
7.0000E+00;7.3100E+04;1.4900E+00;2.6400E+12;MilkyWay
5.5000E+00;3.6900E+05;1.7600E+00;8.0800E+12;MilkyWay
8.0500E+00;8.7200E+04;1.5000E+00;3.0800E+12;MilkyWay
3.1000E+00;4.1600E+05;3.2600E+00;1.4300E+12;MilkyWay
9.2000E+00;1.1300E+05;2.1000E+00;1.4600E+12;MilkyWay
6.7300E+00;1.2700E+05;2.8600E+00;6.4800E+11;MilkyWay
2.3500E+01;1.4100E+06;3.2000E+00;5.1400E+12;MilkyWay
8.2000E+00;1.5700E+05;3.5000E+00;4.3700E+11;MilkyWay
7.8000E+00;5.6800E+04;3.3700E+00;1.7700E+11;MilkyWay
4.3000E+00;2.3900E+05;2.4000E+00;2.0600E+12;MilkyWay
7.4000E+00;2.5400E+05;2.8200E+00;1.3500E+12;MilkyWay
1.3490E+01;2.8100E+05;4.3800E+00;3.9900E+11;MilkyWay
2.6910E+01;1.6600E+04;1.3070E+01;8.8700E+08;MilkyWay
3.2360E+01;1.0900E+05;1.6740E+01;2.7700E+09;MilkyWay
5.7500E+00;1.8800E+05;4.7000E+00;2.1600E+11;MilkyWay
2.6730E+01;4.3900E+04;1.5260E+01;1.4700E+09;MilkyWay
1.4300E+01;1.4800E+05;6.6300E+00;6.0600E+10;MilkyWay
3.8600E+00;4.9100E+04;2.9500E+00;2.2800E+11;MilkyWay
2.0000E+01;5.8600E+05;2.4600E+00;4.7000E+12;MilkyWay
1.4000E+01;1.1700E+05;2.6300E+00;7.6800E+11;MilkyWay
5.8800E+01;2.2900E+05;6.6800E+00;9.1700E+10;MilkyWay
9.9000E+00;4.5300E+05;1.9000E+00;7.8800E+12;MilkyWay
1.1500E+01;5.8200E+05;3.0000E+00;2.5700E+12;MilkyWay
8.1000E+00;1.3300E+05;2.4400E+00;1.0900E+12;MilkyWay
1.9050E+01;1.1900E+04;6.9800E+00;4.1800E+09;MilkyWay
2.4800E+01;2.7400E+04;1.1080E+01;2.4000E+09;MilkyWay
2.6550E+01;2.5800E+04;7.5100E+00;7.2700E+09;MilkyWay
6.4300E+00;1.1200E+06;2.5061E+00;8.4937E+12;M31
6.4300E+00;1.1200E+06;2.6062E+00;7.5527E+12;M31
7.7300E+00;3.0200E+05;2.1577E+00;3.5883E+12;M31
7.7300E+00;3.0200E+05;2.5177E+00;2.2589E+12;M31
5.7800E+00;1.3500E+06;2.8840E+00;6.7176E+12;M31
5.7800E+00;1.3500E+06;2.8973E+00;6.6254E+12;M31
9.3100E+00;6.1700E+05;1.3740E+01;2.8390E+10;M31
9.3100E+00;6.1700E+05;8.2035E+00;1.3340E+11;M31
6.0200E+00;1.0500E+06;2.6546E+00;6.6999E+12;M31
6.0200E+00;1.0500E+06;2.6915E+00;6.4279E+12;M31
5.6600E+00;1.1500E+06;2.6485E+00;7.3889E+12;M31
5.6600E+00;1.1500E+06;2.5882E+00;7.9173E+12;M31
4.9000E+00;9.3300E+05;2.9174E+00;4.4850E+12;M31
4.9000E+00;9.3300E+05;2.9242E+00;4.4541E+12;M31
6.9600E+00;1.7400E+06;2.4831E+00;1.3565E+13;M31
6.9600E+00;1.7400E+06;2.4660E+00;1.3849E+13;M31
4.3200E+00;1.9100E+06;4.0179E+00;3.5149E+12;M31
4.3200E+00;1.9100E+06;4.0179E+00;3.5149E+12;M31
2.4600E+00;3.3900E+05;2.4604E+00;2.7169E+12;M31
2.4600E+00;3.3900E+05;2.3442E+00;3.1411E+12;M31
2.8600E+00;5.2500E+05;3.5810E+00;1.3647E+12;M31
2.8600E+00;5.2500E+05;3.2961E+00;1.7500E+12;M31
2.5900E+00;3.3900E+04;6.4863E+00;1.4828E+10;M31
2.5900E+00;3.3900E+04;5.4954E+00;2.4383E+10;M31
1.4000E+00;7.9400E+05;2.2029E+00;8.8655E+12;M31
1.4000E+00;7.9400E+05;2.3550E+00;7.2561E+12;M31
2.9300E+00;1.8600E+06;2.1979E+00;2.0912E+13;M31
2.9300E+00;1.8600E+06;2.2029E+00;2.0768E+13;M31
8.9000E-01;3.1600E+05;2.8708E+00;1.5943E+12;M31
8.9000E-01;3.1600E+05;3.8994E+00;6.3616E+11;M31
6.4000E-01;1.4100E+06;1.6293E+00;3.8914E+13;M31
6.4000E-01;1.4100E+06;1.6144E+00;4.0004E+13;M31
1.2900E+00;7.4100E+05;6.2230E+00;3.6703E+11;M31
1.2900E+00;7.4100E+05;1.1324E+01;6.0912E+10;M31
2.1000E-01;5.1300E+06;2.7102E+00;3.0761E+13;M31
2.1000E-01;5.1300E+06;2.6122E+00;3.4356E+13;M31
3.3000E-01;6.1700E+06;5.7148E+00;3.9461E+12;M31
3.3000E-01;6.1700E+06;4.6026E+00;7.5538E+12;M31
1.1300E+00;5.1300E+05;2.5586E+00;3.6559E+12;M31
1.1300E+00;5.1300E+05;3.8815E+00;1.0471E+12;M31
3.2000E-01;1.3800E+05;0.0000E+00;0.0000E+00;M31
3.2000E-01;1.3800E+05;1.0940E+00;1.2582E+13;M31
5.7000E-01;2.5700E+05;1.6982E+00;6.2635E+12;M31
5.7000E-01;2.5700E+05;1.5382E+00;8.4297E+12;M31
9.7000E-01;1.0000E+06;1.6482E+00;2.6661E+13;M31
9.7000E-01;1.0000E+06;1.2972E+00;5.4687E+13;M31
1.1200E+00;8.7100E+04;1.1376E+00;7.0615E+12;M31
1.1200E+00;8.7100E+04;1.1455E+00;6.9167E+12;M31
8.2000E-01;5.0100E+05;2.7797E+00;2.7843E+12;M31
8.2000E-01;5.0100E+05;3.8107E+00;1.0807E+12;M31
9.4000E-01;1.4800E+06;2.2594E+00;1.5316E+13;M31
9.4000E-01;1.4800E+06;2.1528E+00;1.7707E+13;M31
1.1600E+00;8.7100E+05;1.8323E+00;1.6900E+13;M31
1.1600E+00;8.7100E+05;1.8578E+00;1.6214E+13;M31
3.1500E+00;2.5100E+05;2.2909E+00;2.4920E+12;M31
3.1500E+00;2.5100E+05;1.9099E+00;4.3009E+12;M31
3.6100E+00;2.4000E+05;3.0339E+00;1.0259E+12;M31
3.6100E+00;2.4000E+05;2.9992E+00;1.0619E+12;M31
3.5700E+00;1.8600E+05;2.7925E+00;1.0195E+12;M31
3.5700E+00;1.8600E+05;2.8445E+00;9.6470E+11;M31
1.6400E+00;2.7500E+05;1.4355E+00;1.1097E+13;M31
1.6400E+00;2.7500E+05;1.2503E+00;1.6796E+13;M31
5.5500E+00;2.4000E+05;3.1989E+00;8.7517E+11;M31
5.5500E+00;2.4000E+05;3.6983E+00;5.6636E+11;M31
4.9700E+00;7.9400E+05;2.9992E+00;3.5132E+12;M31
4.9700E+00;7.9400E+05;2.8445E+00;4.1181E+12;M31
8.0700E+00;7.4100E+05;2.3988E+00;6.4077E+12;M31
8.0700E+00;7.4100E+05;2.7479E+00;4.2628E+12;M31
6.0100E+00;3.6300E+05;2.4322E+00;3.0115E+12;M31
6.0100E+00;3.6300E+05;2.3442E+00;3.3635E+12;M31
7.2400E+00;1.1200E+06;3.8994E+00;2.2548E+12;M31
7.2400E+00;1.1200E+06;3.9446E+00;2.1782E+12;M31
3.8000E-01;3.9800E+04;1.2274E+00;2.5690E+12;M31
3.8000E-01;3.9800E+04;1.2162E+00;2.6410E+12;M31
1.4000E+00;9.7700E+04;1.7579E+00;2.1467E+12;M31
1.4000E+00;9.7700E+04;1.3428E+00;4.8170E+12;M31
7.7600E+00;2.1900E+05;3.2509E+00;7.6090E+11;M31
7.7600E+00;2.1900E+05;3.2434E+00;7.6617E+11;M31
1.3110E+01;1.4100E+06;2.6062E+00;9.5082E+12;M31
1.3110E+01;1.4100E+06;2.6730E+00;8.8125E+12;M31
1.0190E+01;3.3100E+05;2.7290E+00;1.9441E+12;M31
1.0190E+01;3.3100E+05;2.6122E+00;2.2167E+12;M31
8.3200E+00;2.8200E+04;3.7411E+00;6.4288E+10;M31
8.3200E+00;2.8200E+04;3.0130E+00;1.2306E+11;M31
8.1300E+00;8.3200E+04;2.6853E+00;5.1287E+11;M31
8.1300E+00;8.3200E+04;2.4434E+00;6.8078E+11;M31
8.4900E+00;3.8000E+05;5.6234E+00;2.5507E+11;M31
8.4900E+00;3.8000E+05;6.5615E+00;1.6057E+11;M31
8.3400E+00;6.1700E+04;1.3868E+00;2.7616E+12;M31
8.3400E+00;6.1700E+04;1.1588E+00;4.7333E+12;M31
7.9700E+00;1.3200E+04;3.6983E+00;3.1150E+10;M31
7.9700E+00;1.3200E+04;3.5645E+00;3.4790E+10;M31
1.0250E+01;3.2400E+06;4.1020E+00;5.6031E+12;M31
1.0250E+01;3.2400E+06;4.1305E+00;5.4882E+12;M31
1.4770E+01;3.8000E+05;2.6607E+00;2.4080E+12;M31
1.4770E+01;3.8000E+05;2.7164E+00;2.2629E+12;M31
1.9860E+01;1.0500E+06;4.0738E+00;1.8538E+12;M31
1.9860E+01;1.0500E+06;4.0832E+00;1.8411E+12;M31
1.1340E+01;7.0800E+05;3.2434E+00;2.4769E+12;M31
1.1340E+01;7.0800E+05;3.2509E+00;2.4599E+12;M31
1.6420E+01;8.5100E+05;2.3281E+00;8.0503E+12;M31
1.6420E+01;8.5100E+05;2.3988E+00;7.3589E+12;M31
1.4080E+01;9.5500E+05;2.3933E+00;8.3154E+12;M31
1.4080E+01;9.5500E+05;2.3388E+00;8.9101E+12;M31
2.0130E+01;1.9100E+05;7.7446E+00;4.9081E+10;M31
2.0130E+01;1.9100E+05;8.1470E+00;4.2161E+10;M31
8.3600E+00;9.3300E+04;5.7544E+00;5.8447E+10;M31
8.3600E+00;9.3300E+04;4.5394E+00;1.1906E+11;M31
9.0500E+00;3.8900E+04;3.5810E+00;1.0112E+11;M31
9.0500E+00;3.8900E+04;3.4674E+00;1.1139E+11;M31
9.4500E+00;2.8200E+04;2.3174E+00;2.7048E+11;M31
9.4500E+00;2.8200E+04;2.3823E+00;2.4896E+11;M31
1.0350E+01;6.9200E+03;1.8493E+00;1.3061E+11;M31
1.0350E+01;6.9200E+03;1.8880E+00;1.2274E+11;M31
1.3000E+00;4.3700E+05;2.5468E+00;3.1576E+12;M31
1.3000E+00;4.3700E+05;2.2909E+00;4.3387E+12;M31
1.2900E+00;6.7600E+04;1.1967E+00;4.7079E+12;M31
1.2900E+00;6.7600E+04;1.2677E+00;3.9612E+12;M31
8.7500E+00;5.5000E+04;5.2723E+00;4.4797E+10;M31
8.7500E+00;5.5000E+04;5.6234E+00;3.6919E+10;M31
9.4700E+00;1.6200E+04;2.9242E+00;7.7339E+10;M31
9.4700E+00;1.6200E+04;3.3497E+00;5.1451E+10;M31
9.3500E+00;1.1500E+04;8.9331E-01;1.9257E+12;M31
9.3500E+00;1.1500E+04;3.9902E+00;2.1606E+10;M31
2.0000E-01;5.1300E+05;1.8113E+00;1.0304E+13;M31
2.0000E-01;5.1300E+05;2.1281E+00;6.3533E+12;M31
4.6400E+01;4.7900E+05;3.0479E+00;2.0194E+12;M31
4.6400E+01;4.7900E+05;3.1696E+00;1.7956E+12;M31
3.3400E+01;1.7400E+05;3.3420E+00;5.5646E+11;M31
3.3400E+01;1.7400E+05;3.5892E+00;4.4919E+11;M31
3.1800E+01;4.4700E+05;8.2224E+00;9.5982E+10;M31
3.1800E+01;4.4700E+05;8.2224E+00;9.5982E+10;M31
5.5200E+01;5.7500E+05;4.9659E+00;5.6047E+11;M31
5.5200E+01;5.7500E+05;5.2119E+00;4.8479E+11;M31
7.8500E+01;4.2700E+05;4.5604E+00;5.3741E+11;M31
7.8500E+01;4.2700E+05;4.8641E+00;4.4290E+11;M31
1.4000E+01;3.1600E+05;3.4674E+00;9.0483E+11;M31
1.4000E+01;3.1600E+05;3.1550E+00;1.2011E+12;M31
1.8200E+01;8.5100E+04;5.3211E+00;6.7423E+10;M31
1.8200E+01;8.5100E+04;4.6666E+00;9.9956E+10;M31
3.7100E+01;2.5700E+05;2.7669E+00;1.4482E+12;M31
3.7100E+01;2.5700E+05;2.6242E+00;1.6975E+12;M31
3.8900E+01;1.2900E+05;8.0724E+00;2.9273E+10;M31
3.8900E+01;1.2900E+05;8.0724E+00;2.9273E+10;M31
9.9900E+01;3.0200E+05;2.8907E+00;1.4924E+12;M31
9.9900E+01;3.0200E+05;2.9174E+00;1.4517E+12;M31
7.4100E+00;0.0000E+00;2.2909E+00;0.0000E+00;M31
4.1500E+00;0.0000E+00;5.9156E+00;0.0000E+00;M31
2.1500E+00;0.0000E+00;3.5810E+00;0.0000E+00;M31
2.0500E+00;0.0000E+00;1.9143E+00;0.0000E+00;M31
1.9100E+00;0.0000E+00;2.3121E+00;0.0000E+00;M31
3.7000E+00;0.0000E+00;2.6303E+00;0.0000E+00;M31
7.0000E-01;4.7863E+05;1.6700E+00;1.2267E+13;M82
7.0000E-01;1.7378E+05;6.1800E+00;8.7885E+10;M82
8.8000E-01;8.5114E+04;1.1710E+01;6.3272E+09;M82
2.6100E+00;4.1687E+04;4.0700E+00;7.3807E+10;M82
8.0000E-01;1.6596E+05;8.9600E+00;2.7540E+10;M82
1.1200E+00;2.5704E+04;3.7100E+00;6.0084E+10;M82
8.7000E-01;6.1660E+04;4.6600E+00;7.2732E+10;M82
1.0100E+00;5.2481E+04;5.7500E+00;3.2952E+10;M82
1.6600E+00;2.5119E+04;3.8700E+00;5.1731E+10;M82
3.7500E+00;9.5499E+04;1.8300E+00;1.8601E+12;M82
1.8100E+00;3.1623E+04;4.0100E+00;5.8539E+10;M82
8.1000E-01;8.5114E+04;8.6600E+00;1.5643E+10;M82
1.2500E+00;3.2359E+04;8.4100E+00;6.4937E+09;M82
1.6900E+00;2.7542E+04;4.6500E+00;3.2698E+10;M82
1.0300E+00;5.0119E+04;8.2600E+00;1.0616E+10;M82
8.1000E-01;5.8884E+04;4.3700E+00;8.4224E+10;M82
2.2300E+00;1.3183E+04;5.8500E+00;7.8598E+09;M82
1.1400E+00;1.3804E+04;7.5300E+00;3.8592E+09;M82
2.0300E+00;2.4547E+04;4.7200E+00;2.7865E+10;M82
1.7100E+00;1.2882E+04;3.9600E+00;2.4763E+10;M82
1.8400E+00;3.9811E+04;6.7900E+00;1.5180E+10;M82
1.3900E+00;3.9811E+04;7.6500E+00;1.0614E+10;M82
2.8400E+00;1.6596E+04;4.0000E+00;3.0953E+10;M82
8.6000E-01;3.3884E+05;2.7500E+00;1.9448E+12;M82
2.2000E+00;6.0256E+04;6.1300E+00;3.1225E+10;M82
1.4200E+00;3.0200E+04;7.2500E+00;9.4595E+09;M82
2.9100E+00;1.3490E+04;4.3000E+00;2.0252E+10;M82
2.2400E+00;2.0417E+04;7.2700E+00;6.3428E+09;M82
2.6400E+00;1.0965E+04;4.9200E+00;1.0990E+10;M82
2.0500E+00;2.0417E+04;5.6100E+00;1.3804E+10;M82
2.7000E+00;6.0256E+03;3.8800E+00;1.2314E+10;M82
1.7700E+00;5.6234E+04;6.6500E+00;2.2825E+10;M82
2.3300E+00;1.0965E+04;5.0200E+00;1.0346E+10;M82
2.4700E+00;6.7608E+03;5.1900E+00;5.7727E+09;M82
1.2000E+00;3.3113E+04;5.2700E+00;2.7005E+10;M82
1.9300E+00;8.7096E+03;3.4200E+00;2.5990E+10;M82
1.4700E+00;1.3183E+04;4.1400E+00;2.2176E+10;M82
3.0300E+00;8.5114E+03;1.5700E+00;2.6253E+11;M82
1.5300E+00;5.4954E+04;8.8300E+00;9.5279E+09;M82
1.8300E+00;1.3183E+04;5.6900E+00;8.5417E+09;M82
2.3500E+00;9.1201E+03;2.9900E+00;4.0726E+10;M82
2.0600E+00;2.8840E+04;8.0400E+00;6.6239E+09;M82
2.8900E+00;3.6308E+03;2.5400E+00;2.6447E+10;M82
8.0000E-01;1.5488E+02;3.1000E-01;6.2058E+11;M82
2.3800E+00;2.8184E+04;1.5160E+01;9.6557E+08;M82
9.1000E-01;3.6308E+04;5.5100E+00;2.5908E+10;M82
1.9000E+00;4.2658E+04;2.6800E+00;2.6453E+11;M82
1.8700E+00;2.3988E+04;3.1600E+00;9.0744E+10;M82
2.5300E+00;6.4565E+03;2.5200E+00;4.8159E+10;M82
2.0800E+00;4.4668E+03;4.6800E+00;5.2017E+09;M82
1.0500E+00;4.5709E+04;3.6800E+00;1.0948E+11;M82
2.0300E+00;9.3325E+03;1.3140E+01;4.9102E+08;M82
2.9300E+00;6.6069E+03;3.8500E+00;1.3820E+10;M82
3.3100E+00;3.7154E+03;3.3500E+00;1.1796E+10;M82
2.6700E+00;1.1749E+04;2.5200E+00;8.7635E+10;M82
2.1200E+00;1.9498E+04;4.3000E+00;2.9274E+10;M82
1.9100E+00;2.5704E+04;3.7200E+00;5.9601E+10;M82
2.2100E+00;3.2359E+03;3.4700E+00;9.2447E+09;M82
2.1300E+00;2.9512E+03;3.5200E+00;8.0771E+09;M82
2.5300E+00;3.8019E+03;3.0700E+00;1.5684E+10;M82
2.8600E+00;5.2481E+03;6.3900E+00;2.4009E+09;M82
3.5900E+00;4.6774E+03;3.4500E+00;1.3596E+10;M82
2.5200E+00;4.5709E+03;4.3000E+00;6.8624E+09;M82
1.5300E+00;5.3703E+03;5.8200E+00;3.2517E+09;M82
2.3000E+00;1.0471E+04;6.1200E+00;5.4529E+09;M82
2.0800E+00;4.7863E+03;3.2600E+00;1.6490E+10;M82
1.0600E+00;4.7863E+05;7.0400E+00;1.6374E+11;M82
3.0600E+00;1.6596E+03;1.7800E+00;3.5125E+10;M82
2.5400E+00;3.8905E+03;3.0600E+00;1.6208E+10;M82
1.5900E+00;5.8884E+03;6.2300E+00;2.9068E+09;M82
3.4000E+00;1.8621E+03;2.5200E+00;1.3889E+10;M82
3.5700E+00;5.8884E+03;2.5800E+00;4.0928E+10;M82
2.7600E+00;8.3176E+03;4.5500E+00;1.0540E+10;M82
3.5700E+00;8.5114E+02;9.3000E-01;1.2631E+11;M82
2.3700E+00;2.9512E+03;1.6300E+00;8.1343E+10;M82
1.3000E+00;1.8621E+05;1.8600E+00;3.4542E+12;M82
1.5600E+00;4.8978E+03;3.9700E+00;9.3435E+09;M82
2.0500E+00;2.3442E+04;1.9600E+00;3.7163E+11;M82
2.2700E+00;8.5114E+03;1.2100E+00;5.7349E+11;M82
2.9900E+00;5.4954E+03;1.2400E+00;3.4405E+11;M82
3.1100E+00;1.4125E+04;1.9000E+00;2.4582E+11;M82
2.5600E+00;1.1749E+03;2.5700E+00;8.2619E+09;M82
3.7800E+00;5.6234E+03;2.7000E+00;3.4103E+10;M82
2.5500E+00;1.2882E+03;4.1600E+00;2.1360E+09;M82
2.1800E+00;1.5488E+04;7.6900E+00;4.0654E+09;M82
2.2300E+00;3.0200E+03;5.1600E+00;2.6238E+09;M82
2.9400E+00;5.1286E+03;4.0100E+00;9.4940E+09;M82
1.8600E+00;3.0200E+04;5.9400E+00;1.7200E+10;M82
2.5800E+00;2.2387E+03;2.6900E+00;1.3729E+10;M82
1.4700E+00;2.9512E+04;5.2400E+00;2.4484E+10;M82
1.9700E+00;8.3176E+03;4.8000E+00;8.9775E+09;M82
2.7000E+00;1.2023E+03;1.2300E+00;7.7120E+10;M82
3.9000E+00;7.4131E+02;2.1300E+00;9.1568E+09;M82
1.2500E+00;5.6234E+05;4.3800E+00;7.9884E+11;M82
3.2000E+00;1.7378E+04;3.2700E+00;5.9325E+10;M82
2.4700E+00;5.0119E+03;3.6400E+00;1.2404E+10;M82
2.4600E+00;3.3113E+03;8.5000E+00;6.4361E+08;M82
2.5400E+00;1.6218E+03;1.9000E+00;2.8224E+10;M82
1.8200E+00;2.8184E+04;1.9300E+00;4.6796E+11;M82
1.5973E+00;3.6308E+04;9.7724E+00;4.6439E+09;M83
1.8411E+00;8.3176E+04;1.1482E+01;6.5597E+09;M83
2.1126E+00;1.4791E+04;3.0200E+00;6.4103E+10;M83
1.0754E+00;1.2882E+04;2.8840E+00;6.4103E+10;M83
2.1231E+00;1.9055E+04;1.9055E+15;3.2876E-34;M83
2.2920E+00;1.2882E+04;2.0417E+00;1.8067E+11;M83
2.2590E+00;1.3183E+04;1.5136E+00;4.5382E+11;M83
2.0271E+00;1.7378E+05;2.8840E+00;8.6473E+11;M83
1.7696E+00;1.1220E+04;4.0738E+00;1.9810E+10;M83
3.1191E+00;7.5858E+04;1.6982E+00;1.8488E+12;M83
3.1055E+00;2.9512E+04;3.4674E+00;8.4505E+10;M83
2.9990E+00;5.6234E+04;5.0119E+00;5.3319E+10;M83
1.8465E+00;1.0471E+04;3.0903E+00;4.2353E+10;M83
9.3100E-01;7.9433E+04;1.2023E+00;5.4561E+12;M83
1.7221E+00;1.4125E+04;2.1380E+00;1.7254E+11;M83
2.0690E+00;2.0417E+04;2.2387E+00;2.1721E+11;M83
1.3692E+00;1.4125E+04;3.0903E+00;5.7132E+10;M83
1.2643E+00;2.1878E+04;3.4674E+00;6.2644E+10;M83
1.1826E+00;3.4674E+04;1.9055E+00;5.9825E+11;M83
7.8630E-01;5.4954E+05;2.9512E+00;2.5520E+12;M83
1.1753E+00;1.0715E+04;1.8197E+00;2.1227E+11;M83
1.8511E+00;1.6596E+04;2.2387E+00;1.7656E+11;M83
1.7159E+00;1.1220E+04;2.8840E+00;5.5832E+10;M83
